step,agent_0_x,agent_0_y,agent_0_z,agent_1_x,agent_1_y,agent_1_z,agent_2_x,agent_2_y,agent_2_z
27,10.696746826171875,10.228783831000328,18.19639539718628,13.457665652036667,17.076103642582893,14.665473123081028,11.116845432319678,18.675223618745804,17.632181372493505
28,11.279910624027252,10.467682778835297,18.796321094036102,13.819106847047806,17.628933623433113,14.55419070739299,11.716784122982062,19.244202703237534,17.929451402276754
29,11.877848446369171,10.67760081589222,19.396284520626068,14.385946244001389,17.897881790995598,14.623481151647866,12.316679779090919,19.578278720378876,18.010504979640245
30,12.475694239139557,10.910581916570663,19.996257662773132,14.881950289011002,18.178961381316185,14.598212704993784,12.916581514873542,19.759370654821396,17.995006809942424
31,13.07428753376007,11.164621531963348,20.0,15.359692007303238,18.132880851626396,14.894292251206934,13.516446057357825,19.851194627583027,17.930222283117473
32,13.673671185970306,11.563482791185379,20.0,15.652338951826096,18.25269788503647,15.094919920898974,14.116319242515601,19.81047548726201,17.804473261348903
33,14.272032380104065,12.044400990009308,20.0,16.15962865948677,18.205647561699152,15.433124990202487,14.716204169788398,19.69366453960538,17.539079169742763
34,14.866789281368256,12.606441915035248,20.0,16.419167041778564,18.457118544727564,15.803713561035693,15.315784934558906,19.64688152074814,17.279677907936275
35,15.463788032531738,13.185669600963593,20.0,16.689247399568558,18.71292820945382,16.224633635021746,15.914581719436683,19.508297875523567,16.86834121774882
36,16.06195604801178,13.784570038318634,20.0,16.689247399568558,18.71292820945382,16.224633635021746,16.493571702041663,19.254221811890602,16.35429675411433
37,16.66102957725525,14.38451075553894,20.0,16.689247399568558,18.71292820945382,16.224633635021746,17.048276666202582,18.706143751740456,15.901905487291515
38,17.26065868139267,14.984502077102661,20.0,16.689247399568558,18.71292820945382,16.224633635021746,17.616785112419166,18.111121490597725,15.521986107341945
39,17.860426545143127,15.5845006108284,20.0,16.689247399568558,18.71292820945382,16.224633635021746,18.212942484417,17.511134281754494,15.098186205141246
40,18.45980727672577,16.184500575065613,20.0,16.689247399568558,18.71292820945382,16.224633635021746,18.811014059581794,16.911134377121925,15.212818528525531
41,19.05947983264923,16.784500420093536,20.0,16.689247399568558,18.71292820945382,16.224633635021746,19.38601672986988,17.41025285422802,15.812791670672596
42,19.658736765384674,17.384500324726105,20.0,16.689247399568558,18.71292820945382,16.224633635021746,19.32721516455058,16.825394734740257,16.41277428995818
43,20.0,17.984388530254364,20.0,16.689247399568558,18.71292820945382,16.224633635021746,19.352060138829984,17.425003692507744,17.01276972424239
44,19.7689840644598,18.584250032901764,20.0,16.689247399568558,18.71292820945382,16.224633635021746,18.75313895905856,16.825739189982414,17.610484088771045
45,19.369615897536278,18.10554039478302,19.432863771915436,16.689247399568558,18.71292820945382,16.224633635021746,18.75313895905856,16.825739189982414,17.610484088771045
46,18.819000765681267,17.719205886125565,18.851788818836212,16.689247399568558,18.71292820945382,16.224633635021746,18.75313895905856,16.825739189982414,17.610484088771045
47,18.534118428826332,18.3188736140728,19.02484829723835,16.689247399568558,18.71292820945382,16.224633635021746,18.75313895905856,16.825739189982414,17.610484088771045
48,18.21111471951008,17.797655135393143,18.436522021889687,16.689247399568558,18.71292820945382,16.224633635021746,18.75313895905856,16.825739189982414,17.610484088771045
