step,agent_0_x,agent_0_y,agent_0_z,agent_1_x,agent_1_y,agent_1_z,agent_2_x,agent_2_y,agent_2_z
13,9.199364930391312,0.0,9.723584711551666,11.299032092094421,4.167926795780659,10.798593282699585,4.028883730992675,11.241001427173615,10.244941592216492
14,9.652159988880157,0.02461240254342556,10.322487592697144,11.897941648960114,4.7675245478749275,11.396794438362122,4.628422176465392,11.840704321861267,10.844457983970642
15,10.078570455312729,0.11535884253680706,10.921245992183685,12.496166348457336,5.36738932877779,11.994168281555176,5.228349244222045,12.44029837846756,11.444087505340576
16,10.474207699298859,0.27203346602618694,11.519802272319794,13.09162837266922,5.9673611000180244,12.589533686637878,5.828325366601348,13.04018348455429,12.043945789337158
17,10.855839997529984,0.4762535076588392,12.118364870548248,13.614282548427582,6.567354328930378,13.143182575702667,6.4283127542585135,13.639944791793823,12.643685221672058
18,11.209419041872025,1.0001504998654127,12.717188537120819,14.184221923351288,7.167090363800526,13.712501406669617,7.028217053040862,14.239616692066193,13.2432701587677
19,11.554701000452042,1.5469621997326612,13.31570589542389,14.426925480365753,7.766812391579151,14.073808819055557,7.628199076279998,14.83940863609314,13.843069076538086
20,11.904003590345383,2.1025853138417006,13.914156556129456,14.622410476207733,8.366514153778553,14.333846032619476,8.228192066773772,15.439310371875763,14.442970275878906
21,12.250634223222733,2.6633020620793104,14.512377798557281,14.781911686062813,8.96651328355074,14.452687099575996,8.828186487779021,16.039144337177277,15.042813181877136
22,12.566151469945908,3.2357674818485975,15.10984992980957,15.087824031710625,9.566505022346973,14.611553221940994,9.428182339295745,16.638982236385345,15.642535328865051
23,12.878497183322906,3.8124844413250685,15.706894278526306,15.349862053990364,10.166502423584461,14.670889303088188,10.028180992230773,17.238746106624603,16.242233753204346
24,13.187379121780396,4.392977235838771,16.30345207452774,15.626163229346275,10.76650107651949,14.751469925045967,10.628180241212249,17.83864802122116,16.84210592508316
25,13.48996850848198,4.976499078795314,16.899473786354065,15.91555468738079,11.366499967873096,14.86094369739294,11.228179967030883,18.438388168811798,17.44185984134674
26,13.752672553062439,5.5644229631870985,17.492039144039154,16.208133056759834,11.966496355831623,14.965999230742455,11.828179752454162,19.038097381591797,18.041617035865784
27,14.001170307397842,6.15396106056869,18.083064675331116,16.514068230986595,12.566492982208729,15.097953081130981,12.42817965708673,19.637058436870575,18.64107322692871
28,14.208920761942863,6.74303531460464,18.66770911216736,16.79176278412342,13.1664854362607,15.179526776075363,13.028179442510009,20.0,19.23423022031784
29,14.38884311914444,7.333575246855617,19.248975694179535,17.16162095963955,13.766481526196003,15.353324353694916,13.628179168328643,20.0,19.788867950439453
30,14.513006672263145,7.925747273489833,19.823344886302948,17.518401965498924,14.366458661854267,15.525069370865822,14.22817418538034,19.786878675222397,19.477295517921448
31,14.553929802030325,8.51996493153274,20.0,17.617256462574005,14.965679831802845,15.749664291739464,14.82812157832086,19.21751657128334,18.929904997348785
32,14.517026092857122,9.115266082808375,20.0,17.699067942798138,15.564900286495686,15.95260864496231,15.42780259810388,18.6201111972332,18.33860355615616
33,14.449260842055082,9.711264131590724,20.0,17.719260102137923,16.163639791309834,16.139261558651924,16.026925479993224,18.021355003118515,17.74497765302658
34,14.363765809684992,10.307793794199824,20.0,17.70954648964107,16.76172948628664,16.20271211117506,16.62597910128534,17.424632102251053,17.161412477493286
35,14.258644644171,10.90522008948028,20.0,17.518695471808314,17.352548725903034,16.059235118329525,17.225921904668212,17.295401096343994,17.12721247971058
36,14.19685335829854,11.502698777243495,20.0,17.276954559609294,17.940980441868305,16.008524976670742,17.825919603928924,17.183868795633316,17.06536966562271
37,14.124238777905703,12.10086846165359,20.0,17.115159897133708,18.523217506706715,16.172473900020123,17.825919603928924,17.183868795633316,17.06536966562271
38,14.059003252536058,12.699298916384578,20.0,17.115159897133708,18.523217506706715,16.172473900020123,17.825919603928924,17.183868795633316,17.06536966562271
39,14.071953014470637,13.297292886301875,20.0,17.115159897133708,18.523217506706715,16.172473900020123,17.825919603928924,17.183868795633316,17.06536966562271
40,14.083313112147152,13.895939348265529,20.0,17.115159897133708,18.523217506706715,16.172473900020123,17.825919603928924,17.183868795633316,17.06536966562271
41,14.101244180463254,14.495267806574702,20.0,17.115159897133708,18.523217506706715,16.172473900020123,17.825919603928924,17.183868795633316,17.06536966562271
42,14.125979873351753,15.095057604834437,20.0,17.115159897133708,18.523217506706715,16.172473900020123,17.825919603928924,17.183868795633316,17.06536966562271
43,14.228308136574924,15.695008574053645,19.878094859421253,17.115159897133708,18.523217506706715,16.172473900020123,17.825919603928924,17.183868795633316,17.06536966562271
44,14.604818637482822,16.294974563643336,19.43933380395174,17.115159897133708,18.523217506706715,16.172473900020123,17.825919603928924,17.183868795633316,17.06536966562271
45,15.108482952229679,16.89483886770904,19.175018347799778,17.115159897133708,18.523217506706715,16.172473900020123,17.825919603928924,17.183868795633316,17.06536966562271
46,15.695427889935672,17.49401747994125,18.686385937035084,17.115159897133708,18.523217506706715,16.172473900020123,17.825919603928924,17.183868795633316,17.06536966562271
47,16.29486763011664,18.07980507425964,18.62861916050315,17.115159897133708,18.523217506706715,16.172473900020123,17.825919603928924,17.183868795633316,17.06536966562271
48,16.8948676539585,17.503046272322536,18.281384225934744,17.115159897133708,18.523217506706715,16.172473900020123,17.825919603928924,17.183868795633316,17.06536966562271
49,17.49423300754279,17.674565626308322,18.157255548983812,17.115159897133708,18.523217506706715,16.172473900020123,17.825919603928924,17.183868795633316,17.06536966562271
